sg_uf,cd_municipio_ibge,nome_municipio.x,sg_partido_prefeito,icat_prefeito,sg_ue,nome_municipio.y,uf,icat_medio,cat_medio_camara,dist
MA,2110500,SÃO BENTO,MDB,17.41,09075,SAO BENTO,MA,20.16076923076923,1. péssimo,-2.7507692307692295
MA,2111631,SÃO RAIMUNDO DO DOCA BEZERRA,PP,16.94,08427,SAO RAIMUNDO DO DOCA BEZERRA,MA,22.68888888888889,1. péssimo,-5.748888888888889
MA,2109239,PRESIDENTE MÉDICI,REPUBLICANOS,14.1,08125,PRESIDENTE MEDICI,MA,21.366666666666667,1. péssimo,-7.2666666666666675
MA,2111607,SÃO RAIMUNDO DAS MANGABEIRAS,PP,16.94,09253,SAO RAIMUNDO DAS MANGABEIRAS,MA,36.95181818181818,2. ruim,-20.01181818181818
MA,2104909,GUIMARÃES,PV,64.62,07951,GUIMARAES,MA,32.05444444444444,2. ruim,32.56555555555556
MA,2109700,SAMBAÍBA,PP,16.94,08931,SAMBAIBA,MA,18.236666666666668,1. péssimo,-1.2966666666666669
MA,2104073,FEIRA NOVA DO MARANHÃO,UNIÃO,15.68,07528,FEIRA NOVA DO MARANHAO,MA,31.816666666666666,2. ruim,-16.136666666666667
MA,2102903,CARUTAPERA,PP,16.94,07552,CARUTAPERA,MA,33.46454545454545,2. ruim,-16.52454545454545
MA,2112704,VARGEM GRANDE,PP,16.94,09474,VARGEM GRANDE,MA,18.020833333333332,1. péssimo,-1.0808333333333309
MA,2102606,CÂNDIDO MENDES,PL,7.85,07498,CANDIDO MENDES,MA,43.04454545454546,2. ruim,-35.194545454545455
MA,2109270,PRESIDENTE SARNEY,UNIÃO,15.68,08141,PRESIDENTE SARNEY,MA,35.407272727272726,2. ruim,-19.727272727272727
MA,2105351,ITAIPAVA DO GRAJAÚ,PDT,56.75,07706,ITAIPAVA DO GRAJAU,MA,55.37777777777778,3. regular,1.37222222222222
MA,2105609,JOSELÂNDIA,REPUBLICANOS,14.1,08117,JOSELANDIA,MA,16.799090909090907,1. péssimo,-2.6990909090909074
MA,2109759,SANTA FILOMENA DO MARANHÃO,PP,16.94,08206,SANTA FILOMENA DO MARANHAO,MA,24.615555555555556,1. péssimo,-7.675555555555555
MA,2112852,VILA NOVA DOS MARTÍRIOS,PL,7.85,08621,VILA NOVA DOS MARTIRIOS,MA,13.487777777777778,1. péssimo,-5.637777777777778
MA,2108009,PASTOS BONS,MDB,17.41,08591,PASTOS BONS,MA,17.208571428571428,1. péssimo,0.20142857142857196
MA,2112001,TASSO FRAGOSO,REPUBLICANOS,14.1,09334,TASSO FRAGOSO,MA,23.432222222222222,1. péssimo,-9.332222222222223
MA,2104602,GOVERNADOR EUGÊNIO BARROS,MDB,17.41,07897,GOVERNADOR EUGENIO BARROS,MA,15.73,1. péssimo,1.6799999999999997
MA,2110856,SÃO FRANCISCO DO BREJÃO,PP,16.94,08281,SAO FRANCISCO DO BREJAO,MA,21.861428571428572,1. péssimo,-4.921428571428571
MA,2103604,COROATÁ,PSB,60.65,07692,COROATA,MA,43.38933333333333,2. ruim,17.260666666666665
MA,2104305,GODOFREDO VIANA,PSB,60.65,07838,GODOFREDO VIANA,MA,39.58555555555556,2. ruim,21.06444444444444
MA,2100436,ALTO ALEGRE DO MARANHÃO,UNIÃO,15.68,07021,ALTO ALEGRE DO MARANHAO,MA,22.313636363636363,1. péssimo,-6.633636363636363
MA,2103174,CENTRO NOVO DO MARANHÃO,PSDB,15.21,07463,CENTRO NOVO DO MARANHAO,MA,19.901818181818182,1. péssimo,-4.6918181818181814
MA,2108900,POÇÃO DE PEDRAS,REPUBLICANOS,14.1,08753,POCAO DE PEDRAS,MA,58.52272727272727,3. regular,-44.42272727272727
MA,2106631,MATÕES DO NORTE,MDB,17.41,07943,MATOES DO NORTE,MA,41.093333333333334,2. ruim,-23.683333333333334
MA,2111532,SÃO PEDRO DA ÁGUA BRANCA,PL,7.85,08389,SAO PEDRO DA AGUA BRANCA,MA,13.156666666666666,1. péssimo,-5.306666666666667
MA,2100709,ANAJATUBA,MDB,17.41,07137,ANAJATUBA,MA,24.528181818181817,1. péssimo,-7.118181818181817
MA,2107605,PALMEIRÂNDIA,PL,7.85,08516,PALMEIRANDIA,MA,26.86090909090909,2. ruim,-19.010909090909088
MA,2101772,BELA VISTA DO MARANHÃO,PP,16.94,07188,BELA VISTA DO MARANHAO,MA,30.932222222222222,2. ruim,-13.992222222222221
MA,2112803,VIANA,PL,7.85,09490,VIANA,MA,25.074,2. ruim,-17.224000000000004
MA,2105203,IGARAPÉ GRANDE,PDT,56.75,08010,IGARAPE GRANDE,MA,35.016666666666666,2. ruim,21.733333333333334
MA,2100402,ALTAMIRA DO MARANHÃO,PL,7.85,07072,ALTAMIRA DO MARANHAO,MA,13.07,1. péssimo,-5.220000000000001
MA,2107407,OLHO D'ÁGUA DAS CUNHÃS,PP,16.94,08478,OLHO D'AGUA DAS CUNHAS,MA,25.915454545454548,2. ruim,-8.975454545454546
MA,2112100,TIMBIRAS,PRD,20.83,09350,TIMBIRAS,MA,40.093636363636364,2. ruim,-19.263636363636365
MA,2103307,CODÓ,PT,73.72,07633,CODO,MA,26.074375,2. ruim,47.645624999999995
MA,2105401,ITAPECURU MIRIM,PRD,20.83,08079,ITAPECURU MIRIM,MA,20.7,1. péssimo,0.129999999999999
MA,2105708,LAGO DA PEDRA,PP,16.94,08133,LAGO DA PEDRA,MA,24.323076923076925,1. péssimo,-7.383076923076924
MA,2112456,TURILÂNDIA,UNIÃO,15.68,08605,TURILANDIA,MA,20.293636363636363,1. péssimo,-4.613636363636363
MA,2100873,ARAGUANÃ,PL,7.85,07102,ARAGUANA,MA,15.31111111111111,1. péssimo,-7.46111111111111
MA,2111748,SENADOR ALEXANDRE COSTA,REPUBLICANOS,14.1,08486,SENADOR ALEXANDRE COSTA,MA,34.53111111111111,2. ruim,-20.431111111111107
MA,2108801,PIRAPEMAS,PSB,60.65,08737,PIRAPEMAS,MA,35.04363636363636,2. ruim,25.60636363636364
MA,2102150,BREJO DE AREIA,PP,16.94,07307,BREJO DE AREIA,MA,16.240000000000002,1. péssimo,0.6999999999999993
MA,2109502,RIACHÃO,MDB,17.41,08877,RIACHAO,MA,18.33909090909091,1. péssimo,-0.9290909090909096
MA,2101004,ARARI,MDB,17.41,07196,ARARI,MA,26.874,2. ruim,-9.463999999999999
MA,2104552,GOVERNADOR EDISON LOBÃO,PP,16.94,07609,GOVERNADOR EDISON LOBAO,MA,25.166363636363634,2. ruim,-8.226363636363633
MA,2102705,CANTANHEDE,MDB,17.41,07510,CANTANHEDE,MA,32.97636363636364,2. ruim,-15.566363636363636
MA,2111052,SÃO JOÃO DO PARAÍSO,MDB,17.41,08320,SAO JOAO DO PARAISO,MA,16.15,1. péssimo,1.2600000000000016
MA,2107258,NOVA COLINAS,UNIÃO,15.68,07986,NOVA COLINAS,MA,16.400000000000002,1. péssimo,-0.7200000000000024
MA,2111029,SÃO JOÃO DO CARÚ,PL,7.85,08303,SAO JOAO DO CARU,MA,14.780909090909091,1. péssimo,-6.930909090909092
MA,2112902,VITÓRIA DO MEARIM,PL,7.85,09512,VITORIA DO MEARIM,MA,28.104615384615386,2. ruim,-20.254615384615384
MA,2103703,CURURUPU,REPUBLICANOS,14.1,07714,CURURUPU,MA,42.424615384615386,2. ruim,-28.324615384615385
MA,2101251,BACABEIRA,MOBILIZA,NA,07129,BACABEIRA,MA,33.64888888888889,2. ruim,NA
MA,2110203,SANTA RITA,MOBILIZA,NA,09016,SANTA RITA,MA,26.49222222222222,2. ruim,NA
MA,2105153,IGARAPÉ DO MEIO,PL,7.85,07684,IGARAPE DO MEIO,MA,8.86,1. péssimo,-1.0099999999999998
MA,2103752,DAVINÓPOLIS,PDT,56.75,07242,DAVINOPOLIS,MA,26.6275,2. ruim,30.1225
MA,2104404,GONÇALVES DIAS,MDB,17.41,07854,GONCALVES DIAS,MA,44.24545454545454,2. ruim,-26.835454545454542
MA,2111763,SENADOR LA ROCQUE,MDB,17.41,08508,SENADOR LA ROCQUE,MA,37.87444444444444,2. ruim,-20.464444444444442
MA,2102077,BOM LUGAR,UNIÃO,15.68,07285,BOM LUGAR,MA,16.023636363636363,1. péssimo,-0.34363636363636374
MA,2106326,MARACAÇUMÉ,PL,7.85,07889,MARACACUME,MA,31.536363636363635,2. ruim,-23.686363636363637
MA,2107704,PARAIBANO,UNIÃO,15.68,08532,PARAIBANO,MA,24.005454545454548,1. péssimo,-8.325454545454548
MA,2100600,AMARANTE DO MARANHÃO,MDB,17.41,07110,AMARANTE DO MARANHAO,MA,31.155384615384616,2. ruim,-13.745384615384616
MA,2111722,SATUBINHA,PL,7.85,08460,SATUBINHA,MA,9.59,1. péssimo,-1.7400000000000002
MA,2108256,PEDRO DO ROSÁRIO,PC do B,94.23,08060,PEDRO DO ROSARIO,MA,64.26,4. bom,29.97
MA,2106201,LUÍS DOMINGUES,PL,7.85,08230,LUIS DOMINGUES,MA,25.85222222222222,2. ruim,-18.002222222222223
MA,2106755,MIRANDA DO NORTE,AVANTE,33.86,09695,MIRANDA DO NORTE,MA,24.97909090909091,1. péssimo,8.880909090909089
MA,2109601,ROSÁRIO,PDT,56.75,08915,ROSARIO,MA,24.900000000000002,1. péssimo,31.849999999999998
MA,2110302,SANTO ANTÔNIO DOS LOPES,PL,7.85,09032,SANTO ANTONIO DOS LOPES,MA,18.43111111111111,1. péssimo,-10.581111111111111
MA,2107100,MORROS,PL,7.85,08419,MORROS,MA,26.97272727272727,2. ruim,-19.122727272727268
MA,2105500,JOÃO LISBOA,PSDB,15.21,08095,JOAO LISBOA,MA,17.66,1. péssimo,-2.4499999999999993
MT,5104526,IPIRANGA DO NORTE,PL,7.85,91081,IPIRANGA DO NORTE,MT,12.735555555555555,1. péssimo,-4.885555555555555
MT,5107792,SANTO ANTÔNIO DO LESTE,PL,7.85,89843,SANTO ANTONIO DO LESTE,MT,19.115555555555556,1. péssimo,-11.265555555555556
MT,5107875,SAPEZAL,REPUBLICANOS,14.1,90727,SAPEZAL,MT,13.558181818181819,1. péssimo,0.5418181818181811
MT,5104906,JANGADA,PSD,23.02,90565,JANGADA,MT,27.90888888888889,2. ruim,-4.888888888888889
MT,5102793,CARLINDA,UNIÃO,15.68,90760,CARLINDA,MT,17.537777777777777,1. péssimo,-1.8577777777777769
MT,5106232,NOVA OLÍMPIA,PL,7.85,98736,NOVA OLIMPIA,MT,14.635555555555555,1. péssimo,-6.785555555555556
MT,5101001,ARAGUAIANA,MDB,17.41,98639,ARAGUAIANA,MT,26.39,2. ruim,-8.98
MT,5108600,VILA RICA,PL,7.85,98990,VILA RICA,MT,15.44,1. péssimo,-7.59
MT,5106216,NOVA CANAÃ DO NORTE,UNIÃO,15.68,98752,NOVA CANAA DO NORTE,MT,15.29111111111111,1. péssimo,0.3888888888888893
MT,5108808,NOVA GUARITA,UNIÃO,15.68,90140,NOVA GUARITA,MT,14.516666666666666,1. péssimo,1.163333333333334
MT,5108055,TERRA NOVA DO NORTE,MDB,17.41,98957,TERRA NOVA DO NORTE,MT,29.698888888888888,2. ruim,-12.288888888888888
MT,5103452,DENISE,UNIÃO,15.68,98337,DENISE,MT,18.398888888888887,1. péssimo,-2.7188888888888876
MT,5106158,NOVA BANDEIRANTES,REPUBLICANOS,14.1,90387,NOVA BANDEIRANTES,MT,13.797777777777778,1. péssimo,0.3022222222222215
MT,5108105,TESOURO,PSB,60.65,91618,TESOURO,MT,51.04111111111111,3. regular,9.608888888888892
MT,5103957,GLÓRIA D'OESTE,PSD,23.02,90204,GLORIA D'OESTE,MT,15.604444444444445,1. péssimo,7.415555555555555
MT,5103106,COCALINHO,UNIÃO,15.68,98671,COCALINHO,MT,25.473333333333333,2. ruim,-9.793333333333333
MT,5105507,VILA BELA DA SANTÍSSIMA TRINDADE,MDB,17.41,91090,VILA BELA DA SANTISSIMA TRINDADE,MT,19.21,1. péssimo,-1.8000000000000007
MT,5103700,FELIZ NATAL,MDB,17.41,90786,FELIZ NATAL,MT,25.26,2. ruim,-7.850000000000001
MT,5106828,PORTO ESPERIDIÃO,PSDB,15.21,98876,PORTO ESPERIDIAO,MT,26.785555555555558,2. ruim,-11.575555555555557
MT,5103908,GENERAL CARNEIRO,MDB,17.41,90778,GENERAL CARNEIRO,MT,33.44111111111111,2. ruim,-16.031111111111112
MT,5105176,JURUENA,UNIÃO,15.68,90581,JURUENA,MT,26.505555555555556,2. ruim,-10.825555555555557
MT,5106273,NOVO HORIZONTE DO NORTE,REPUBLICANOS,14.1,98795,NOVO HORIZONTE DO NORTE,MT,18.643333333333334,1. péssimo,-4.543333333333335
MT,5102850,CASTANHEIRA,UNIÃO,15.68,90549,CASTANHEIRA,MT,19.903333333333332,1. péssimo,-4.223333333333333
MT,5101308,ARENÁPOLIS,PP,16.94,90255,ARENAPOLIS,MT,16.081111111111113,1. péssimo,0.8588888888888881
MT,5107065,QUERÊNCIA,PRD,20.83,90069,QUERENCIA,MT,15.192727272727273,1. péssimo,5.637272727272725
MT,5101704,BARRA DO BUGRES,REPUBLICANOS,14.1,90336,BARRA DO BUGRES,MT,13.09,1. péssimo,1.0099999999999998
MT,5107206,RIO BRANCO,REPUBLICANOS,14.1,89958,RIO BRANCO,MT,19.56,1. péssimo,-5.459999999999999
MT,5103502,DIAMANTINO,UNIÃO,15.68,90697,DIAMANTINO,MT,15.65,1. péssimo,0.02999999999999936
MT,5102702,CANARANA,UNIÃO,15.68,91936,CANARANA,MT,15.00909090909091,1. péssimo,0.67090909090909
MT,5105622,MIRASSOL D'OESTE,UNIÃO,15.68,91774,MIRASSOL D'OESTE,MT,15.291818181818181,1. péssimo,0.3881818181818186
MT,5107776,SANTA TEREZINHA,PSB,60.65,91979,SANTA TEREZINHA,MT,36.05111111111111,2. ruim,24.598888888888887
MT,5102504,CÁCERES,PSB,60.65,90476,CACERES,MT,30.726666666666667,2. ruim,29.923333333333332
MT,5106109,NOSSA SENHORA DO LIVRAMENTO,UNIÃO,15.68,91219,NOSSA SENHORA DO LIVRAMENTO,MT,32.45444444444444,2. ruim,-16.77444444444444
MT,5103379,COTRIGUAÇU,UNIÃO,15.68,90425,COTRIGUACU,MT,13.973333333333333,1. péssimo,1.706666666666667
MT,5106265,NOVO MUNDO,MDB,17.41,90808,NOVO MUNDO,MT,19.537777777777777,1. péssimo,-2.1277777777777764
MT,5106190,NOVA SANTA HELENA,UNIÃO,15.68,89826,NOVA SANTA HELENA,MT,15.362222222222222,1. péssimo,0.3177777777777777
MT,5106281,NOVO SÃO JOAQUIM,PL,7.85,98779,NOVO SAO JOAQUIM,MT,14.431111111111111,1. péssimo,-6.581111111111111
MT,5103007,CHAPADA DOS GUIMARÃES,UNIÃO,15.68,90590,CHAPADA DOS GUIMARAES,MT,15.732727272727272,1. péssimo,-0.052727272727272734
MT,5100805,APIACÁS,MDB,17.41,90263,APIACAS,MT,13.926666666666668,1. péssimo,3.4833333333333325
MT,5105309,LUCIARA,MDB,17.41,91057,LUCIARA,MT,31.386666666666667,2. ruim,-13.976666666666667
MT,5106240,NOVA UBIRATÃ,UNIÃO,15.68,90883,NOVA UBIRATA,MT,25.415555555555557,2. ruim,-9.735555555555557
MT,5105002,JAURU,UNIÃO,15.68,89915,JAURU,MT,22.607777777777777,1. péssimo,-6.927777777777777
MT,5108857,NOVA MARILÂNDIA,PP,16.94,90166,NOVA MARILANDIA,MT,16.081111111111113,1. péssimo,0.8588888888888881
MT,5101407,ARIPUANÃ,UNIÃO,15.68,90271,ARIPUANA,MT,14.523636363636363,1. péssimo,1.1563636363636363
MT,5107859,SÃO FÉLIX DO ARAGUAIA,REPUBLICANOS,14.1,91839,SAO FELIX DO ARAGUAIA,MT,17.223333333333333,1. péssimo,-3.123333333333333
MT,5103437,CURVELÂNDIA,UNIÃO,15.68,89800,CURVELANDIA,MT,24.95777777777778,1. péssimo,-9.277777777777779
MT,5106174,NOVA NAZARÉ,PSB,60.65,90964,NOVA NAZARE,MT,25.90111111111111,2. ruim,34.748888888888885
MT,5100300,ALTO ARAGUAIA,UNIÃO,15.68,90050,ALTO ARAGUAIA,MT,29.53727272727273,2. ruim,-13.85727272727273
MT,5100508,ALTO PARAGUAI,MDB,17.41,90093,ALTO PARAGUAI,MT,29.391111111111112,2. ruim,-11.981111111111112
MT,5106752,PONTES E LACERDA,PL,7.85,89990,PONTES E LACERDA,MT,12.492222222222223,1. péssimo,-4.642222222222223
MT,5106802,PORTO DOS GAÚCHOS,MDB,17.41,91359,PORTO DOS GAUCHOS,MT,27.257777777777775,2. ruim,-9.847777777777775
MT,5101209,ARAGUAINHA,UNIÃO,15.68,90239,ARAGUAINHA,MT,19.32111111111111,1. péssimo,-3.641111111111112
MT,5104542,ITANHANGÁ,PL,7.85,91103,ITANHANGA,MT,22.904444444444444,1. péssimo,-15.054444444444444
MT,5103601,DOM AQUINO,REPUBLICANOS,14.1,90719,DOM AQUINO,MT,27.785555555555554,2. ruim,-13.685555555555554
MT,5108204,TORIXORÉU,PSB,60.65,91634,TORIXOREU,MT,36.43555555555555,2. ruim,24.214444444444446
MT,5106422,PEIXOTO DE AZEVEDO,UNIÃO,15.68,98817,PEIXOTO DE AZEVEDO,MT,17.23,1. péssimo,-1.5500000000000007
MT,5106299,PARANAÍTA,UNIÃO,15.68,98833,PARANAITA,MT,15.427777777777777,1. péssimo,0.25222222222222257
MT,5101902,BRASNORTE,UNIÃO,15.68,90468,BRASNORTE,MT,23.061818181818182,1. péssimo,-7.381818181818183
MT,5107354,SÃO JOSÉ DO XINGU,UNIÃO,15.68,90247,SAO JOSE DO XINGU,MT,31.63888888888889,2. ruim,-15.95888888888889
MT,5107768,SANTA RITA DO TRIVELATO,MDB,17.41,91049,SANTA RITA DO TRIVELATO,MT,32.68555555555555,2. ruim,-15.275555555555552
MT,5101852,BOM JESUS DO ARAGUAIA,PSB,60.65,90905,BOM JESUS DO ARAGUAIA,MT,39.79333333333333,2. ruim,20.85666666666667
MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,UNIÃO,15.68,89931,SAO JOSE DOS QUATRO MARCOS,MT,21.748181818181816,1. péssimo,-6.068181818181817
MT,5102686,CAMPOS DE JÚLIO,UNIÃO,15.68,90743,CAMPOS DE JULIO,MT,14.976666666666667,1. péssimo,0.7033333333333331
MT,5102694,CANABRAVA DO NORTE,UNIÃO,15.68,90085,CANABRAVA DO NORTE,MT,20.793333333333333,1. péssimo,-5.113333333333333
MT,5107701,ROSÁRIO OESTE,PSB,60.65,91537,ROSARIO OESTE,MT,23.78727272727273,1. péssimo,36.86272727272727
MT,5103254,COLNIZA,UNIÃO,15.68,89788,COLNIZA,MT,15.977272727272727,1. péssimo,-0.2972727272727269
MT,5102678,CAMPO VERDE,UNIÃO,15.68,90506,CAMPO VERDE,MT,18.548461538461538,1. péssimo,-2.8684615384615384
MT,5105150,JUÍNA,UNIÃO,15.68,98310,JUINA,MT,19.39846153846154,1. péssimo,-3.71846153846154
MT,5105101,JUARA,PRD,20.83,98191,JUARA,MT,20.30222222222222,1. péssimo,0.5277777777777786
MT,5106257,NOVA XAVANTINA,UNIÃO,15.68,91952,NOVA XAVANTINA,MT,17.324545454545454,1. péssimo,-1.6445454545454545
MT,5105903,NOBRES,UNIÃO,15.68,91170,NOBRES,MT,24.508181818181818,1. péssimo,-8.828181818181818
MT,5107297,SÃO JOSÉ DO POVO,PSB,60.65,90026,SAO JOSE DO POVO,MT,36.42777777777778,2. ruim,24.22222222222222
MT,5107263,SANTO AFONSO,UNIÃO,15.68,90328,SANTO AFONSO,MT,13.413333333333332,1. péssimo,2.2666666666666675
MT,5105234,LAMBARI D'OESTE,UNIÃO,15.68,90301,LAMBARI D'OESTE,MT,20.605555555555554,1. péssimo,-4.925555555555555
MT,5103304,COMODORO,UNIÃO,15.68,99015,COMODORO,MT,25.45,2. ruim,-9.77
MT,5100409,ALTO GARÇAS,PL,7.85,90077,ALTO GARCAS,MT,18.112222222222222,1. péssimo,-10.262222222222222
MT,5104203,GUIRATINGA,UNIÃO,15.68,90832,GUIRATINGA,MT,17.59111111111111,1. péssimo,-1.9111111111111114
MT,5107040,PRIMAVERA DO LESTE,PL,7.85,98892,PRIMAVERA DO LESTE,MT,18.645333333333333,1. péssimo,-10.795333333333334
MT,5107248,SANTA CARMEM,PL,7.85,90107,SANTA CARMEM,MT,17.77888888888889,1. péssimo,-9.92888888888889
MT,5104609,ITIQUIRA,UNIÃO,15.68,90913,ITIQUIRA,MT,23.2975,1. péssimo,-7.6175
MT,5105580,MARCELÂNDIA,UNIÃO,15.68,98710,MARCELANDIA,MT,16.448888888888888,1. péssimo,-0.7688888888888883
MT,5108956,NOVA MONTE VERDE,UNIÃO,15.68,90360,NOVA MONTE VERDE,MT,15.7,1. péssimo,-0.019999999999999574
MT,5106455,PLANALTO DA SERRA,UNIÃO,15.68,90344,PLANALTO DA SERRA,MT,23.84777777777778,1. péssimo,-8.16777777777778
MT,5106703,PONTE BRANCA,UNIÃO,15.68,91332,PONTE BRANCA,MT,35.946666666666665,2. ruim,-20.266666666666666
MT,5100607,ALTO TAQUARI,UNIÃO,15.68,98612,ALTO TAQUARI,MT,21.772222222222222,1. péssimo,-6.092222222222222
MT,5100201,ÁGUA BOA,MDB,17.41,91910,AGUA BOA,MT,19.313636363636363,1. péssimo,-1.9036363636363625
MT,5107800,SANTO ANTÔNIO DO LEVERGER,PSB,60.65,91553,SANTO ANTONIO DO LEVERGER,MT,31.423636363636362,2. ruim,29.226363636363637
MT,5107602,RONDONÓPOLIS,PL,7.85,91510,RONDONOPOLIS,MT,29.848095238095237,2. ruim,-21.99809523809524
MT,5107750,SALTO DO CÉU,REPUBLICANOS,14.1,89974,SALTO DO CEU,MT,13.985555555555555,1. péssimo,0.11444444444444457
MT,5103858,GAÚCHA DO NORTE,UNIÃO,15.68,90824,GAUCHA DO NORTE,MT,19.093333333333334,1. péssimo,-3.413333333333334
MT,5108907,NOVA MARINGÁ,UNIÃO,15.68,90123,NOVA MARINGA,MT,17.897777777777776,1. péssimo,-2.2177777777777763
MT,5105259,LUCAS DO RIO VERDE,REPUBLICANOS,14.1,90603,LUCAS DO RIO VERDE,MT,15.62,1. péssimo,-1.5199999999999996
MT,5106505,POCONÉ,PODE,20.7,91294,POCONE,MT,27.958181818181817,2. ruim,-7.258181818181818
MT,5107883,SERRA NOVA DOURADA,MDB,17.41,90921,SERRA NOVA DOURADA,MT,20.263333333333335,1. péssimo,-2.8533333333333353
MT,5101605,BARÃO DE MELGAÇO,UNIÃO,15.68,90310,BARAO DE MELGACO,MT,16.675,1. péssimo,-0.995000000000001
MT,5108402,VÁRZEA GRANDE,PL,7.85,91677,VARZEA GRANDE,MT,24.213636363636365,1. péssimo,-16.363636363636367
MT,5107909,SINOP,PL,7.85,89850,SINOP,MT,14.427333333333333,1. péssimo,-6.577333333333334
MT,5107925,SORRISO,UNIÃO,15.68,98930,SORRISO,MT,12.806363636363637,1. péssimo,2.873636363636363
MT,5107578,RONDOLÂNDIA,MDB,17.41,89960,RONDOLANDIA,MT,16.325555555555557,1. péssimo,1.0844444444444434
MT,5100359,ALTO BOA VISTA,PSB,60.65,90042,ALTO BOA VISTA,MT,29.36777777777778,2. ruim,31.28222222222222
MT,5101258,ARAPUTANGA,UNIÃO,15.68,89893,ARAPUTANGA,MT,23.686666666666667,1. péssimo,-8.006666666666668
MT,5106778,PORTO ALEGRE DO NORTE,UNIÃO,15.68,98850,PORTO ALEGRE DO NORTE,MT,21.854444444444443,1. péssimo,-6.174444444444443
MT,5108501,VERA,MDB,17.41,98973,VERA,MT,15.805555555555555,1. péssimo,1.6044444444444448
MT,5104104,GUARANTÃ DO NORTE,NOVO,6.94,99058,GUARANTA DO NORTE,MT,16.968888888888888,1. péssimo,-10.028888888888886
MT,5104500,INDIAVAÍ,PRD,20.83,99074,INDIAVAI,MT,16.828888888888887,1. péssimo,4.001111111111111
MT,5101803,BARRA DO GARÇAS,UNIÃO,15.68,90352,BARRA DO GARCAS,MT,17.813846153846153,1. péssimo,-2.1338461538461537
MT,5106182,NOVA LACERDA,PL,7.85,90867,NOVA LACERDA,MT,13.676666666666666,1. péssimo,-5.826666666666666
MT,5106208,NOVA BRASILÂNDIA,UNIÃO,15.68,89818,NOVA BRASILANDIA,MT,43.56777777777778,2. ruim,-27.887777777777778
MT,5103205,COLÍDER,PRD,20.83,89796,COLIDER,MT,14.527692307692307,1. péssimo,6.302307692307691
MT,5107008,POXORÉU,REPUBLICANOS,14.1,91391,POXOREO,MT,16.243636363636362,1. péssimo,-2.1436363636363627
MT,5107305,SÃO JOSÉ DO RIO CLARO,PL,7.85,91995,SAO JOSE DO RIO CLARO,MT,12.501111111111111,1. péssimo,-4.651111111111112
MT,5107958,TANGARÁ DA SERRA,UNIÃO,15.68,91855,TANGARA DA SERRA,MT,15.397857142857143,1. péssimo,0.2821428571428566
MT,5106372,PEDRA PRETA,PSDB,15.21,91812,PEDRA PRETA,MT,27.985454545454544,2. ruim,-12.775454545454544
MT,5103353,CONFRESA,MDB,17.41,90280,CONFRESA,MT,19.894545454545455,1. péssimo,-2.4845454545454544
MT,5106224,NOVA MUTUM,UNIÃO,15.68,90646,NOVA MUTUM,MT,14.401538461538461,1. péssimo,1.2784615384615385
MT,5100102,ACORIZAL,UNIÃO,15.68,90018,ACORIZAL,MT,26.093333333333334,2. ruim,-10.413333333333334
MT,5102637,CAMPO NOVO DO PARECIS,PL,7.85,90484,CAMPO NOVO DO PARECIS,MT,21.682222222222222,1. péssimo,-13.832222222222223
MT,5106315,NOVO SANTO ANTÔNIO,PSB,60.65,90948,NOVO SANTO ANTONIO,MT,30.184444444444445,2. ruim,30.465555555555554
MT,5107743,SANTA CRUZ DO XINGU,UNIÃO,15.68,90980,SANTA CRUZ DO XINGU,MT,15.172222222222222,1. péssimo,0.5077777777777772
MT,5103809,FIGUEIRÓPOLIS D'OESTE,REPUBLICANOS,14.1,99031,FIGUEIROPOLIS D'OESTE,MT,14.47,1. péssimo,-0.370000000000001
MT,5106000,NORTELÂNDIA,UNIÃO,15.68,91197,NORTELANDIA,MT,26.63,2. ruim,-10.95
MT,5107180,RIBEIRÃO CASCALHEIRA,PL,7.85,90662,RIBEIRAO CASCALHEIRA,MT,30.826666666666664,2. ruim,-22.976666666666667
MT,5107156,RESERVA DO CABAÇAL,PP,16.94,98914,RESERVA DO CABACAL,MT,16.308888888888887,1. péssimo,0.6311111111111138
MT,5103361,CONQUISTA D'OESTE,PL,7.85,91006,CONQUISTA D'OESTE,MT,11.02875,1. péssimo,-3.178750000000001
MT,5102603,CAMPINÁPOLIS,REPUBLICANOS,14.1,98655,CAMPINAPOLIS,MT,33.834545454545456,2. ruim,-19.734545454545454
MT,5100250,ALTA FLORESTA,UNIÃO,15.68,89877,ALTA FLORESTA,MT,18.954,1. péssimo,-3.274000000000001
MT,5104559,ITAÚBA,PSB,60.65,98698,ITAUBA,MT,25.58111111111111,2. ruim,35.06888888888889
MT,5105606,MATUPÁ,UNIÃO,15.68,90620,MATUPA,MT,13.605555555555556,1. péssimo,2.0744444444444436
MT,5106851,PORTO ESTRELA,PP,16.94,90182,PORTO ESTRELA,MT,32.68222222222222,2. ruim,-15.742222222222221
MT,5107941,TABAPORÃ,PL,7.85,90220,TABAPORA,MT,12.724444444444444,1. péssimo,-4.874444444444444
MT,5108006,TAPURAH,PL,7.85,90689,TAPURAH,MT,13.255555555555555,1. péssimo,-5.405555555555555
MT,5106307,PARANATINGA,UNIÃO,15.68,89834,PARANATINGA,MT,14.211818181818181,1. péssimo,1.4681818181818187
MT,5107198,RIBEIRÃOZINHO,PSB,60.65,90441,RIBEIRAOZINHO,MT,42.57222222222222,2. ruim,18.077777777777776
